source,title,authors,year,citations,abstract,catalysts,yield,cycles,recovery,score
arXiv,Obstructed surface states as the origin of catalytic activity in inorganic heterogeneous catalysts,"Guowei Li, Yuanfeng Xu, Zhida Song, Qun Yang, Uttam Gupta, Vicky Sü\b{eta}, Yan Sun, Paolo Sessi, Stuart S. P. Parkin, B. Andrei Bernevig, Claudia Felser",2021,0,"The discovery of new catalysts that are efficient, sustainable, and low-cost is a major research endeavor for many industrial chemical processes. This requires an understanding and determination of the catalytic origins for the given catalysts, which still remains a challenge. Here we describe a novel method to identify new catalysts based on searching for crystalline symmetry-protected obstructed atomic insulators (OAIs) that have metallic surface states on otherwise semiconducting or insulating compounds. The Wannier charge centers in OAIs are pinned by symmetries at some empty Wyckoff positions so that surfaces that accommodate these sites are guaranteed to have metallic obstructed surface states (OSSs). Beyond the well-studied 2H-MoS2, we further verified our theory on the catalysts, 2H-MoTe2, and 1T'-MoTe2, whose catalytic active sites are consistent with our calculations of obstructed Wannier charge centers (OWCCs) and OSSs. In addition, we have predicted the location of catalytic active sites and confirmed these predictions by exploring the hydrogen evolution reaction on NiPS3 bulk single crystals, which we find to be one of the most promising new catalysts with high activity and, moreover, of low cost. Most importantly, we successfully identified several high-efficient catalysts just by considering the number of OWCCs and the crystal symmetry of the OAIs. Using the real space invariant theory and high-throughput computational methods applied to a database of 34013 topologically trivial insulators, we have identified 1788 unique OAIs (3383 ICSDs), of which 465 are potential high-quality catalysts for heterogeneous reactions. The Miller indices of the active surfaces are also obtained. Our new methodology will facilitate and accelerate the discovery of new catalysts for a wide range of heterogeneous redox reactions, where sustainability, toxicity, and cost must be considered.","['ru', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Urea-induced denaturation of PreQ1-riboswitch,"Jeseong Yoon, D. Thirumalai, Changbong Hyeon",2013,0,"Urea, a polar molecule with a large dipole moment, not only destabilizes the folded RNA structures, but can also enhance the folding rates of large ribozymes. Unlike the mechanism of urea-induced unfolding of proteins, which is well understood, the action of urea on RNA has barely been explored. We performed extensive all atom molecular dynamics (MD) simulations to determine the molecular underpinnings of urea-induced RNA denaturation. Urea displays its denaturing power in both secondary and tertiary motifs of the riboswitch (RS) structure. Our simulations reveal that the denaturation of RNA structures is mainly driven by the hydrogen bonds and stacking interactions of urea with the bases. Through detailed studies of the simulation trajectories, we found that geminate pairs between urea and bases due to hydrogen bonds and stacks persist only ~ (0.1-1) ns, which suggests that urea-base interaction is highly dynamic. Most importantly, the early stage of base pair disruption is triggered by penetration of water molecules into the hydrophobic domain between the RNA bases. The infiltration of water into the narrow space between base pairs is critical in increasing the accessibility of urea to transiently disrupted bases, thus allowing urea to displace inter base hydrogen bonds. This mechanism, water-induced disruption of base-pairs resulting in the formation of a ""wet"" destabilized RNA followed by solvation by urea, is the exact opposite of the two-stage denaturation of proteins by urea. In the latter case, initial urea penetration creates a dry-globule, which is subsequently solvated by water penetration leading to global protein unfolding. Our work shows that the ability to interact with both water and polar, non-polar components of nucleotides makes urea a powerful chemical denaturant for nucleic acids.","['ru', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Voting and Catalytic Processes with Inhomogeneities,"Mauro Mobilia, Ivan T. Georgiev",2004,0,"We consider the dynamics of the voter model and of the monomer-monomer catalytic process in the presence of many ``competing'' inhomogeneities and show, through exact calculations and numerical simulations, that their presence results in a nontrivial fluctuating steady state whose properties are studied and turn out to specifically depend on the dimensionality of the system, the strength of the inhomogeneities and their separating distances. In fact, in arbitrary dimensions, we obtain an exact (yet formal) expression of the order parameters (magnetization and concentration of adsorbed particles) in the presence of an arbitrary number $n$ of inhomogeneities (``zealots'' in the voter language) and formal similarities with {\it suitable electrostatic systems} are pointed out. In the nontrivial cases $n=1, 2$, we explicitly compute the static and long-time properties of the order parameters and therefore capture the generic features of the systems. When $n>2$, the problems are studied through numerical simulations. In one spatial dimension, we also compute the expressions of the stationary order parameters in the completely disordered case, where $n$ is arbitrary large. Particular attention is paid to the spatial dependence of the stationary order parameters and formal connections with electrostatics.","['fe', 'mo', 'co', 'pt', 'cu', 'ir']",,,,
arXiv,Text-to-Speech Synthesis Techniques for MIDI-to-Audio Synthesis,"Erica Cooper, Xin Wang, Junichi Yamagishi",2021,0,"Speech synthesis and music audio generation from symbolic input differ in many aspects but share some similarities. In this study, we investigate how text-to-speech synthesis techniques can be used for piano MIDI-to-audio synthesis tasks. Our investigation includes Tacotron and neural source-filter waveform models as the basic components, with which we build MIDI-to-audio synthesis systems in similar ways to TTS frameworks. We also include reference systems using conventional sound modeling techniques such as sample-based and physical-modeling-based methods. The subjective experimental results demonstrate that the investigated TTS components can be applied to piano MIDI-to-audio synthesis with minor modifications. The results also reveal the performance bottleneck -- while the waveform model can synthesize high quality piano sound given natural acoustic features, the conversion from MIDI to acoustic features is challenging. The full MIDI-to-audio synthesis system is still inferior to the sample-based or physical-modeling-based approaches, but we encourage TTS researchers to test their TTS models for this new task and improve the performance.","['fe', 'mo', 'co', 'ni', 'ir']",,,,
arXiv,Urea destabilizes RNA by forming stacking interactions and multiple hydrogen bonds with nucleic acid bases,"U. Deva Priyakumar, Changbong Hyeon, D. Thirumalai, Alexander D. MacKerell",2009,0,"Urea titration of RNA by urea is an effective approach to investigate the forces stabilizing this biologically important molecule. We used all atom molecular dynamics simulations using two urea force fields and two RNA constructs to elucidate in atomic detail the destabilization mechanism of folded RNA in aqueous urea solutions. Urea denatures RNA by forming multiple hydrogen bonds with the RNA bases and has little influence on the phosphodiester backbone. Most significantly we discovered that urea engages in stacking interactions with the bases. We also estimate, for the first time, m-value for RNA, which is a measure of the strength of urea-RNA interactions. Our work provides a conceptual understanding of the mechanism by which urea enhances RNA folding rates.","['ru', 'fe', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Exploring the cocrystallization potential of urea and benzamide,"Piotr Cysewski, Maciej Przybyłek, Dorota Ziółkowska, Karina Mroczyńska",2018,0,"The cocrystallization landscape of benzamide and urea interacting with aliphatic and aromatic carboxylic acids was studied both experimentally and theoretically. Ten new cocrystals of benzamide were synthesized using an oriented samples approach via a fast dropped evaporation technique. Information about types of known bi-component cocrystals augmented with knowledge of simple binary eutectic mixtures was used for the analysis of virtual screening efficiency among 514 potential pairs involving aromatic carboxylic acids interacting with urea or benzamide. Quantification of intermolecular interaction was achieved by estimating the excess thermodynamic functions of binary liquid mixtures under supercooled conditions within a COSMO-RS framework. The smoothed histograms suggest that slightly more potential pairs of benzamide are characterized in the attractive region compared to urea. Finally, it is emphasized that prediction of cocrystals of urea is fairly direct, while it remains ambiguous for benzamide paired with carboxylic acids. The two known simple eutectics of urea are found within the first two quartiles defined by excess thermodynamic functions, and all known cocrystals are outside of this range belonging to the third or fourth quartile. On the contrary, such a simple separation of positive and negative cases of benzamide miscibility in the solid state is not observed. The difference in properties between urea and benzamide R2,2(8) heterosynthons is also documented by alterations of substituent effects...","['fe', 'mo', 'co', 'ni', 'cu', 'ir']",,,,
arXiv,Conformity of macroscopic behavior to local properties in the catalytic ammonia synthesis and oscillatory reactions on metal surfaces,A. R. Cholach,2016,0,"Unique catalytic potential of metal surfaces has encouraged a great number of basic and applied studies. The manuscript highlights the general regularities in a field on the grounds of strong interrelation between catalytic, kinetic and thermodynamic behaviour of the reaction system. The trials of the catalytic NH3 synthesis and the oscillatory NO+H2 reaction have revealed that the thermodynamics of the local structure determines the properties and multiplicity of the reaction intermediates enabling the peculiar macroscopic kinetics and specific catalytic activity. Structure and activity of catalytic sites are correlated within a realistic model, where total undercoordination of adjacent surface atoms and enthalpy of local reaction is taken as a descriptor for structure and activity, respectively. The model has specified the resonant catalytic centers for NH3 synthesis on metal surfaces in close agreement with experimental data. The basal planes of noble metals are less active than Fe- and Ru-based catalysts, whereas an extraordinary activity of small Pt, Ir and Rh clusters can be expected. A strong advantage of imperfections compared to perfect areas in the surface wave nucleation is evaluated. Isothermal rate oscillations in open heterogeneous catalytic reaction systems are expected under the multiplicity of reaction intermediates fairly different in activity, providing the steady state and reaction rout multiplicity. Switching between active and inactive kinetic brunches gives rise to the explosive coverage changeover that can be visualized as a traveling wave. A single pattern of oscillations in the NO+H2 reaction includes the key role of intermediate NHad species providing the catalytic removal of strongly bound nitrogen. The driving forces, the feedback, and chemical interactions within the traveling waves are clearly understood.","['ru', 'fe', 'mo', 'co', 'ni', 'pt', 'cu', 'ir', 'rh']",,,,
arXiv,Synthesis of urea on the surface of interstellar water ice clusters. A quantum chemical study,"J. Perrero, A. Rimola",2023,0,"Urea is a prebiotic molecule that has been detected in few sources of the interstellar medium (ISM) and in Murchison meteorite. Being stable against ultraviolet radiation and high-energy electron bombardment, urea is expected to be present in interstellar ices. Theoretical and experimental studies suggest that isocyanic acid (HNCO) and formamide (NH$_2$CHO) are possible precursors of urea. However, uncertainties still exist regarding its formation routes. Previous computational works characterised urea formation in the gas phase or in presence of few water molecules by reaction of formamide with nitrogen-bearing species. In this work, we investigated the reaction of HNCO + NH$_3$ on an 18 water molecules ice cluster model mimicking interstellar ice mantles by means of quantum chemical computations. We characterised different mechanisms involving both closed-shell and open-shell species at B3LYP-D3(BJ)/ma-def2-TZVP level of theory, in which the radical-radical H$_2$NCO + NH$_2$ coupling has been found to be the most favourable one due to being almost barrierless. In this path, the presence of the icy surfaces is crucial for acting as reactant concentrators/suppliers, as well as third bodies able to dissipate the energy liberated during the urea formation.","['ru', 'fe', 'mo', 'co', 'ni', 'cu', 'ir']",,,,
arXiv,The Formation and Characteristics of Acrylonitrile/Urea Inclusion Compound,"Jun-Ting Zou, Yu-Song Wang, Wen-Min Pang, Lei Shi, Fei Lu",2012,0,"The formation process and composition of the acrylonitrile/urea inclusion compounds (AN/UIC) with different aging times and AN/urea molar feed ratios are studied by differential scanning calorimetry (DSC) and X-ray diffraction (XRD). It is suggested that DSC could be one of the helpful methods to determine the guest/host ratio and the heat of decomposition. Meanwhile, the guest/host ratio and heat of deformation are obtained, which are 1.17 and 5361.53 J/mol, respectively. It is suggested AN molecules included in urea canal lattice may be packed flat against each other. It is found that the formation of AN/UIC depends on the aging time. XRD results reveal that once AN molecules enter urea lattice, AN/UIC are formed, which possess the final structure. When AN molecules are sufficient, the length of AN molecular arrays in urea canals increases as aging time prolonging until urea tunnels are saturated by AN.","['ru', 'fe', 'mo', 'co', 'ni', 'cu']",,,,
arXiv,Surface modified silicon nanochannel for urea sensing,"Yu Chen, Xihua Wang, Mi Hong, Shyamsunder Erramilli, Pritiraj Mohanty",2008,0,"Silicon nanowires have been surface functionalized with the enzyme urease for biosensor applications to detect and quantify urea concentration. The device is nanofabricated from a silicon on insulator (SOI) wafer with a top down lithography approach. The differential conductance of silicon nanowires can be tuned for optimum performance using the source drain bias voltage, and is sensitive to urea at low concentration. The experimental results show a linear relationship between surface potential change and urea concentration in the range of 0.1 to 0.68 mM. The sensitivity of our devices shows high reproducibility with time and different measurement conditions. The nanowire urea biosensor offers the possibility of high quality, reusable enzyme sensor array integration with silicon based circuits.","['fe', 'mo', 'co', 'pt', 'cu', 'ir']",,,,
arXiv,FlashSpeech: Efficient Zero-Shot Speech Synthesis,"Zhen Ye, Zeqian Ju, Haohe Liu, Xu Tan, Jianyi Chen, Yiwen Lu, Peiwen Sun, Jiahao Pan, Weizhen Bian, Shulin He, Wei Xue, Qifeng Liu, Yike Guo",2024,0,"Recent progress in large-scale zero-shot speech synthesis has been significantly advanced by language models and diffusion models. However, the generation process of both methods is slow and computationally intensive. Efficient speech synthesis using a lower computing budget to achieve quality on par with previous work remains a significant challenge. In this paper, we present FlashSpeech, a large-scale zero-shot speech synthesis system with approximately 5\% of the inference time compared with previous work. FlashSpeech is built on the latent consistency model and applies a novel adversarial consistency training approach that can train from scratch without the need for a pre-trained diffusion model as the teacher. Furthermore, a new prosody generator module enhances the diversity of prosody, making the rhythm of the speech sound more natural. The generation processes of FlashSpeech can be achieved efficiently with one or two sampling steps while maintaining high audio quality and high similarity to the audio prompt for zero-shot speech generation. Our experimental results demonstrate the superior performance of FlashSpeech. Notably, FlashSpeech can be about 20 times faster than other zero-shot speech synthesis systems while maintaining comparable performance in terms of voice quality and similarity. Furthermore, FlashSpeech demonstrates its versatility by efficiently performing tasks like voice conversion, speech editing, and diverse speech sampling. Audio samples can be found in https://flashspeech.github.io/.","['fe', 'mo', 'co', 'ni', 'pt', 'rh']",,,,
arXiv,Experiment Research on the Sequence and Mechanism of Gold and Silver Composite Nanocrystal Synthesis,"Zihao Bai, Yibo Wang, Qinghui Liu",2022,0,"In this experiment, the authors reviewed the principles and methods for the synthesis and characterization of gold-silver nanocrystals and proposed two possible synthesis mechanisms for Gold and Silver Composite Nanocrystals. Gold nanocrystals, silver nanocrystals, and Gold and Silver Composite Nanocrystals were prepared by the ""Sodium citrate seedless method""(Turkevich Method). The products were characterized by dynamic light scattering (DLS), ultraviolet-visible light spectroscopy (UV), and scanning electron microscopy (SEM). Through comparative experiments, synthesis mechanisms behind different synthesis sequences of gold-silver nanocrystals are analyzed. Observed exotic phenomena are discussed.","['fe', 'co', 'ni', 'cu']",,,,
CORE,Cooperative catalysis by silica-supported organic functional groups,"Davis, Mark E.; Margelefsky, Eric L.; Zeidan, Ryan K.",2008,0,,"['co', 'ni']",,,,
CORE,Hydrazones as Singular Reagents in Asymmetric Organocatalysis,"Fernández Fernández, Rosario Fátima; Lassaletta, José M.; Matador Martínez, Esteban; Monge Fernández, David; Retamosa Hernández, María Gracia",2016,0,,[],,,,
CORE,Catalytic CVD Synthesis of Double and Triple-walled Carbon Nanotubes by the Control of the Catalyst Preparation,"Flahaut, Emmanuel; Laurent, Christophe; Peigney, Alain",2005,0,,['co'],,,,
CORE,Recent Developments in Synthesis and Photocatalytic Applications of Carbon Dots,"Boonsith, Suthida; Kim, Dong Chung; Sakdaronnarong, Chularat; Sangjan, Amornrat; Shin, Hyeon Suk",2020,0,,[],,,,
CORE,Structure and Function of a Mycobacterial NHEJ DNA Repair Polymerase,Aidan J. Doherty; Angel J. Picher; Arezi; Augustin; Bowater; Chen; Chen; Critchlow; Daley; Darren Thompson; DeFazio; Della; Dominguez; Emsley; Garcia-Diaz; Gavin C. Fox; Gong; Gong; Ito; Iyer; Jones; Krejci; La Fortelle; Lao-Sirieix; Lao-Sirieix; Lipps; Luis Blanco; Ma; Ma; Mahajan; Matsumoto; McCoy; Murshudov; Nick McElhinney; Nick McElhinny; Nick McElhinny; Nigel C. Brissett; Paula Andrade; Paull; Picher; Pitcher; Pitcher; Potterton; Potterton; Powell; Prasad; Ramsden; Raquel Juarez; Robert S. Pitcher; Ruiz; Rydberg; Singhal; Steitz; Tseng; Weller; Wilson; Winn; Wu; Zhang; Zhu,2006,0,,"['ru', 'co', 'ir']",,,,
CORE,Organocatalytic synthesis of axially chiral atropisomers,"Renzi, P.",2017,0,,['ir'],,,,
CORE,Positive allosteric binding behavior of pyrene-appended triazole-modified thiacalix[4]arene-based fluorescent receptors,"Ni, Xin-Long; Redshaw, Carl; Shigyo, Naoki; Tomiyasu, Hirotsugu; Yamato, Takehiko; Zeng, Xi",2014,0,,"['mo', 'pt']",,,,
CORE,"Ribonucleolytic resection is required for repair of

strand displaced nonhomologous end-joining intermediates","Bartlett, Edward; Brissett, Nigel C; Doherty, Aidan J",2013,0,,"['mo', 'ni', 'ir']",,,,
CORE,Triazolinediones as highly enabling synthetic tools,"Billiet, Stijn; Chattopadhyay, Subrata; De Bruycker, Kevin; Du Prez, Filip; Houck, Hannes; Winne, Johan",2016,0,,[],,,,
CORE,Role of the Bifunctional Aminoacyl-tRNA Synthetase EPRS in Human Disease,"Kudlapur, Nathan",2020,0,,[],,,,
CORE,Effect of support redox character on catalytic performance in the gas phase hydrogenation of benzaldehyde and nitrobenzene over supported gold,"Cárdenas-Lizana, Fernando; Keane, Mark A.; Li, Maoshuai; Wang, Xiaodong",2016,0,,"['fe', 'ni']",,,,
CORE,"Cloning, Expression, Sequence Analysis and Homology Modeling of the Prolyl Endoprotease from Eurygaster integriceps Puton","Clack, Beatrice A.; Dareddy, Vanitha; Darkoh, Charles; El-Bouhssini, Mustapha; Gautam, Ranjeeta; Yandamuri, Ravi Chandra",2014,0,,"['mo', 'ni']",,,,
CORE,Polyoxometalate (POM)-layered double hydroxides (LDH) composite materials: design and catalytic applications,"Li, Tengfei; MIras, Haralampos N.; Song, Yu-Fei",2017,0,,['co'],,,,
CORE,A direct urea fuel cell - power from fertiliser and waste,Bashyam; Boggs; Boggs; Bouchard; Ewing; Haile; Heffer; John T. S. Irvine; Kandlikar; Karim; Lu; Parikh; Park; Park; Prasad; Rong Lan; Ruiz-Morales; Schlapbach; Scott; Shanwen Tao; Simka; Steele; Tao; Tao; Tewari; Unlu; Varcoe; Verma; Wu,2010,0,,"['fe', 'ir']",,,,
CORE,Review,Agh R; Arai K; Baskakov IV; Creighton TE; Dittmer K; Du Vigneaud V; Janeček J; Metanis N; Musiol HJ; Muttenthaler M; Nygard B; O'Donnell ME; Welch M; Yang F,2020,0,,[],,,,
CORE,"Molecular mechanisms of the non-coenzyme action of thiamin in brain. Biochemical, structural and pathway analysis","Andrey, Vovk; Contestabile, Roberto; DI SALVO, Martino Luigi; Garik, Mkrtchyan; Lucien, Bettendorff; Parroni, Alessia; Thilo, Kaehne; Vasily, Aleshin; Victoria, Bunik; Yulia, Parkhomenko",2015,0,,"['ru', 'mo', 'co', 'ni', 'cu']",,,,
arXiv,Formation of hydroxylamine on dust grains via ammonia oxidation,"Jiao He, Gianfranco Vidali, Jean-Louis Lemaire, Robin T. Garrod",2015,0,"The quest to detect prebiotic molecules in space, notably amino acids, requires an understanding of the chemistry involving nitrogen atoms. Hydroxylamine (NH$_2$OH) is considered a precursor to the amino acid glycine. Although not yet detected, NH$_2$OH is considered a likely target of detection with ALMA. We report on an experimental investigation of the formation of hydroxylamine on an amorphous silicate surface via the oxidation of ammonia. The experimental data are then fed into a simulation of the formation of NH$_2$OH in dense cloud conditions. On ices at 14 K and with a modest activation energy barrier, NH$_2$OH is found to be formed with an abundance that never falls below a factor 10 with respect to NH$_3$. Suggestions of conditions for future observations are provided.","['fe', 'mo', 'co', 'ni', 'cu', 'ir']",,,,
arXiv,Transient Surface Oxides Form on Pt(111) - But Vanish During Ammonia Oxidation,"David Simonne, Allesandro Coati, Alina Vlad, Yves Garreau, Benjamin Voisin, Marie-Ingrid Richard, Andrea Resta",2025,0,"Ammonia oxidation on platinum catalysts is pivotal for industrial nitric acid production and environmental abatement, yet the role of surface oxides in this process remains debated. Using operando surface X-ray diffraction (SXRD), crystal truncation rod (CTR) analysis, and near-ambient pressure X-ray photoelectron spectroscopy (NAP-XPS), we reveal that Pt(111) does not form stable surface oxides under ammonia oxidation conditions. Instead, transient hexagonal monolayers and a Pt(111)-(8x8) superstructure emerge under oxygen-rich atmospheres and above the catalyst light-off temperature, but vanish upon ammonia exposure. Real-time mass spectrometry and NAP-XPS demonstrate that the reaction proceeds via a Langmuir-Hinshelwood mechanism, where adsorbed NHx and O species availability dictate selectivity toward NO or N2. Reducing the oxygen pressure by an order of magnitude slows the kinetics of oxide growth, only detected after 24 hr, and facilitated by transient and precursor structures.","['ru', 'mo', 'co', 'ni', 'pt', 'cu', 'ir']",,,,
arXiv,Enhanced ammonia electro-oxidation reaction on platinum-iron oxide catalyst assisted by MagnetoElectroCatalysis,"Caio Machado Fernandes, Eduardo M. Rodrigues, Odivaldo C. Alves, Flavio Garcia, Yutao Xing, Mauro C. Santos, Julio Cesar M. Silva",2025,0,"Ammonia poses significant environmental challenges due to its role in water pollution, contributing to eutrophication and several detrimental environmental and ecological issues. Addressing the efficient removal or conversion of ammonia is, therefore, critical. Among various methods, the ammonia electro-oxidation reaction stands out due to its potential for direct energy conversion and environment remediation. Here, we synthesize platinum-iron oxide magnetic nanoparticles (Pt-MNP) as electrocatalysts and apply an alternating magnetic field (AMF) to enhance their activity.. The AMF generates localized heat via Néel relaxation, accelerating ammonia oxidation kinetics at the catalytic surface.. Compared to conventional electro-oxidation methods, this technique demonstrates superior efficiency and stability, offering a promising alternative for ammonia treatment. This work uses the concept of MagnetoElectroCatalysis, showcasing the synergy between magnetic fields and the electrochemical process, leveraging the AMF to induce localized heating within the nanocatalyst, thereby improving its catalytic activity as shown in cyclic voltammetry and chronoamperometry experiments. By combining nanocatalyst design with innovative AMF application, this study provides a new avenue for enhancing electrochemical reactions, with broad implications for environmental remediation and sustainable energy solutions.","['fe', 'mo', 'co', 'ni', 'pt', 'ir']",,,,
arXiv,Shot-Peening of Pre-Oxidized Plates of Zirconium: Influence of Residual Stress on Oxidation,"Laura Raceanu, Virgil Optasanu, Tony Montesin, Guillaume Montay, Manuel Francois",2013,0,"The present study deals with oxidation behavior under residual stress of shot-peened plates of ""commercially pure"" zirconium exposed for 30 min at 650 C. The influence of the shot-peening on a pre-oxidized material is presented. The results have been used to determine the influences of these chemical (preoxidation) and mechanical (shot-peening) treatments on the high temperature oxidation of zirconium. The oxygen profile was revealed using micro-hardness techniques and confirmed by SEM-EDS techniques. After pre-oxidation the samples were first resurfaced then shot-peened in order to introduce residual stress. A significant increase of the hardness of about 400 HV was observed on pre-oxidized shot-peened samples. Thermogravimetric analysis for 30 min at 650 C under 200 mbar O2 showed a significantly slower oxidation rate for shot-peened samples. A comparison with our computations points out the role of the residual stresses on the diffusion and, consequently, on the oxidation.","['mo', 'co', 'ni', 'ir']",,,,
arXiv,A Preliminary Study of Oxidation of Lignin from Rubber Wood to Vanillin in Ionic Liquid Medium,"A. A. Shamsuri, D. K. Abdullah",2013,0,"In this study, lignin was oxidised to vanillin by means of oxygen in ionic liquid (1,3-dimethylimidazolium methylsulphate) medium. The parameters of the oxidation reaction that have been investigated were the following: concentration of oxygen (5, 10, 15 and 20 ft3 h-1), reaction time (2, 4, 6, 8 and 10 h) and reaction temperature (25, 40, 60, 80 and 100°C). The Fourier transform infrared spectroscopy, high performance liquid chromatography and ultraviolet-visible analyses were used to characterise the product. The results revealed vanillin as the product obtained via the oxidation reaction. The optimum parameters of vanillin production were 20 ft3 h-1 of oxygen for 10 h at 100°C. In conclusion, 1,3-dimethylimidazolium methylsulphate could be used as an oxidation reaction medium for the production of vanillin from rubber wood lignin.","['ru', 'co', 'ni', 'pt']",,,,
arXiv,Synthesis of Oxidation-Resistant Electrochemical-Active Copper Nanowires Using Phenylenediamine Isomers,"Tan Zhang, Farhad Daneshvar, Cong Liu, Shaoyang Wang, Mingzhen Zhao, Fangqing Xia, Hung-Jue Sue",2018,0,"Phenylenediamine (PDA) was chosen as a coordinating, reducing, and capping agent to effectively direct growth and protect against oxidation of Cu nanowires (Cu NWs) in an aqueous solution. PDA was found to reduce Cu (II) to Cu (I) at room temperature, and stabilize the resulting Cu (I) by forming a coordination complex. The presence of a stable Cu (I) complex is the key step in the synthesis of Cu NWs under mild conditions. Different PDA isomers lead to different growth paths of forming Cu NWs. Both pPDA and mPDA-synthesized Cu NWs were covered with a thin layer of polyphenylenediamine and show excellent anti-oxidation properties, even in the presence of water. The usefulness of the present and electrochemical active Cu NWs for a variety of nanotechnology applications is discussed.","['fe', 'co', 'pd', 'cu', 'ir']",,,,
arXiv,Efficient Surface Formation Route of Interstellar Hydroxylamine through NO Hydrogenation II: the multilayer regime in interstellar relevant ices,"Gleb Fedoseev, Sergio Ioppolo, Thanja Lamberts, Junfeng Zhen, Herma M. Cuppen, Harold Linnartz",2017,0,"Hydroxylamine (NH2OH) is one of the potential precursors of complex pre-biotic species in space. Here we present a detailed experimental study of hydroxylamine formation through nitric oxide (NO) surface hydrogenation for astronomically relevant conditions. The aim of this work is to investigate hydroxylamine formation efficiencies in polar (water-rich) and non-polar (carbon monoxide-rich) interstellar ice analogues. A complex reaction network involving both final (N2O, NH2OH) and intermediate (HNO, NH2O, etc.) products is discussed. The main conclusion is that hydroxylamine formation takes place via a fast and barrierless mechanism and it is found to be even more abundantly formed in a water-rich environment at lower temperatures. In parallel, we experimentally verify the non-formation of hydroxylamine upon UV photolysis of NO ice at cryogenic temperatures as well as the non-detection of NC- and NCO-bond bearing species after UV processing of NO in carbon monoxide-rich ices. Our results are implemented into an astrochemical reaction model, which shows that NH2OH is abundant in the solid phase under dark molecular cloud conditions. Once NH2OH desorbs from the ice grains, it becomes available to form more complex species (e.g., glycine and beta-alanine) in gas phase reaction schemes.","['mo', 'co', 'ni', 'cu', 'ir']",,,,
arXiv,"Size, nanostructure, and composition dependence of bimetallic Au-Pd supported on ceria-zirconia mixed oxide catalysts for selective oxidation of benzyl alcohol","Carol Olmos, Lidia Esther Chinchilla, Alberto Villa, Juan José Delgado, Ana Belén Hungría, Ginesa Blanco, Laura Prati, José Juan Calvino, Xiaowei Chen",2024,0,"A bimetallic Au-Pd catalyst supported on ceriazirconia with Au:Pd molar ratio 0.8 has been synthesized using a simultaneous deposition-precipitation method and oxidized at 250, 450, and 700 $^\circ$C in order to modify its particle size, nanostructure, and composition. Combined Xray energy dispersive spectroscopy and Xray photoelectron spectroscopy analysis clearly evidence that the bimetallic Au-Pd catalyst oxidized at 250 $^\circ$C is made up of a mixture of monometallic Au and Pd and bimetallic Au-Pd nanoparticles with Au:Pd ratios varying over a wide range. Increasing oxidation temperature leads to a stronger interaction between Au and Pd. Meanwhile, a slight increase of particle size and a narrowing of the Au:Pd ratio in the bimetallic nanoparticles take place. Compared with titania and activated carbon supports, the resistance against sintering at high temperatures of Au-Pd metal particles supported on ceriazirconia is proven to be higher. A synergistic effect has been observed for selective oxidation of benzyl alcohol on these catalysts. The catalytic activity decreases only slightly after oxidation at 450 $^\circ$C. However, oxidation at 700 $^\circ$C results in much lower catalytic activity. Migration of Pd onto Au particles during oxidation of benzyl alcohol enhances the catalytic activity of a physical mixture of monometallic Au and Pd supported on ceriazirconia catalysts. This fact, jointly with an analysis of the intrinsic activity, reveals the influence of the actual nature of Au-Pd interactions in the bimetallic particles, which points to higher activity of Au@Pd or Au@Pd@Pd nanostructures on ceria-zirconia support.","['ru', 'fe', 'mo', 'co', 'ni', 'pd', 'ir']",,,,
arXiv,"Insights into the function of silver as an oxidation catalyst by ab initio, atomistic thermodynamics","Wei-Xue Li, Catherine Stampfl, Matthias Scheffler",2003,0,"To help understand the high activity of silver as an oxidation catalyst, e.g., for the oxidation of ethylene to epoxide and the dehydrogenation of methanol to formaldehyde, the interaction and stability of oxygen species at the Ag(111) surface has been studied for a wide range of coverages. Through calculation of the free energy, as obtained from density-functional theory and taking into account the temperature and pressure via the oxygen chemical potential, we obtain the phase diagram of O/Ag(111). Our results reveal that a thin surface-oxide structure is most stable for the temperature and pressure range of ethylene epoxidation and we propose it (and possibly other similar structures) contains the species actuating the catalysis. For higher temperatures, low coverages of chemisorbed oxygen are most stable, which could also play a role in oxidation reactions. For temperatures greater than about 775 K there are no stable oxygen species, except for the possibility of O atoms adsorbed at under-coordinated surface sites Our calculations rule out thicker oxide-like structures, as well as bulk dissolved oxygen and molecular ozone-like species, as playing a role in the oxidation reactions.","['ru', 'mo', 'co', 'ni', 'pt', 'cu']",,,,
